id,len,date,orig_file,lang,title
 ,1500,2009-01-12,../html/2009/2009_18347_DE.html,DE,Antworten auf parlamentarische Vorstösse auf www.gr.ch
 ,2259,2009-01-15,../html/2009/2009_18640_IT.html,IT,Il Cantone sostiene dei progetti di parco
 ,4245,2009-01-15,../html/2009/2009_18633_DE.html,DE,Kanton unterstützt Parkprojekte
 ,5524,2009-01-15,../html/2009/2009_18662_DE.html,DE,Kanton geht neue Wege im Zweitwohnungsbereich
 ,1806,2009-01-15,../html/2009/2009_18675_IT.html,IT,Il Cantone percorre nuove vie nel settore delle residenze secondarie
 ,2598,2009-01-15,../html/2009/2009_18359_RM.html,RM,Il chantun va novas vias en connex cun las abitaziuns secundaras
 ,3575,2009-01-15,../html/2009/2009_18650_RM.html,RM,Il chantun sustegna projects da parcs
 ,4084,2009-01-19,../html/2009/2009_18371_DE.html,DE,Antworten auf parlamentarische Vorstösse auf www.gr.ch
 ,3387,2009-01-22,../html/2009/2009_18410_DE.html,DE,Regierungsrats- und Kreiswahlen 2010
 ,3504,2009-01-22,../html/2009/2009_18415_IT.html,IT,Elezioni del Governo ed elezioni di circolo 2010
 ,4416,2009-01-22,../html/2009/2009_18431_DE.html,DE,Vorberatungskommission begrüsst die Fusion der Gemeinden des Bergells
 ,4300,2009-01-22,../html/2009/2009_18432_IT.html,IT,La Commissione preparatoria accoglie con favore la fusione dei comuni della Bregaglia
 ,4588,2009-01-22,../html/2009/2009_18433_RM.html,RM,La cumissiun predeliberanta beneventa la fusiun da las vischnancas da la Bregaglia
 ,6481,2009-01-22,../html/2009/2009_18420_RM.html,RM,Elecziuns da la regenza ed elecziuns cirquitalas 2010
 ,4556,2009-01-28,../html/2009/2009_18441_IT.html,IT,La Commissione di giustizia e sicurezza accoglie con favore il rapporto sulla polizia 2010
 ,4770,2009-01-28,../html/2009/2009_18440_DE.html,DE,Kommission für Justiz und Sicherheit begrüsst den Polizeibericht 2010
 ,4987,2009-01-28,../html/2009/2009_18442_RM.html,RM,La cumissiun per giustia e segirezza beneventa il rapport da polizia 2010
 ,5064,2009-01-28,../html/2009/2009_18443_DE.html,DE,Neues Transitzentrum für Asylsuchende in Davos
 ,618,2009-02-04,../html/2009/2009_18456_IT.html,IT,Conto alla rovescia per il concorso musicale Arge Alp Sound: iscrizioni aperte fino al 1° marzo
 ,624,2009-02-04,../html/2009/2009_18457_RM.html,RM,Il countdown per la concurrenza da musica ARGE ALP Soun dura fin il 1. da mars
 ,1381,2009-02-04,../html/2009/2009_18455_DE.html,DE,Countdown für Musikwettbewerb Arge Alp Sound läuft bis 1. März
 ,2906,2009-02-04,../html/2009/2009_18451_DE.html,DE,Kommissionsmehrheit befürwortet erneut Aufgabenentflechtung bei der Justiz
 ,4100,2009-02-04,../html/2009/2009_18452_IT.html,IT,La maggioranza della Commissione approva nuovamente la dissociazione dei compiti giudiziari
 ,4219,2009-02-04,../html/2009/2009_18453_RM.html,RM,La maioritad da la cumissiun beneventa puspè il detretschament da las incumbensas giudizialas
 ,4690,2009-02-04,../html/2009/2009_18454_DE.html,DE,Aktuelle Verhandlungsgrundlagen des Grossen Rates für die Februar-Session 2009
 ,5215,2009-02-12,../html/2009/2009_18471_DE.html,DE,"Graubünden lanciert Projekt ""Berufsbildung und Leistungssport"""
 ,5840,2009-02-12,../html/2009/2009_18474_RM.html,RM,"Il Grischun lantscha il project ""furmaziun professiunala e sport da prestaziun"""
 ,6571,2009-02-12,../html/2009/2009_18472_IT.html,IT,"I Grigioni lanciano il progetto ""formazione professionale e sport di competizione"""
 ,6893,2009-02-12,../html/2009/2009_18475_DE.html,DE,Parlamentarische Vorstösse der Februar-Session 2009 auf www.gr.ch
 ,2702,2009-02-13,../html/2009/2009_18479_DE.html,DE,Botschaft zum neuen Stromversorgungsgesetz verabschiedet
 ,3457,2009-02-13,../html/2009/2009_18477_IT.html,IT,I presupposti per la rendita per il convivente devono venire adeguati
 ,5789,2009-02-13,../html/2009/2009_18476_DE.html,DE,Voraussetzungen für Lebenspartnerrente sollen angepasst werden
 ,1973,2009-02-13,../html/2009/2009_18478_RM.html,RM,Las premissas per survegnir ina renta per la partenaria u per il partenari da vita duain vegnir adattadas
 ,2153,2009-02-13,../html/2009/2009_18480_IT.html,IT,Licenziato il messaggio relativo alla nuova legge sull'approvvigionamento elettrico
 ,2194,2009-02-13,../html/2009/2009_18481_RM.html,RM,Deliberà la missiva tar la nova lescha federala davart il provediment d'electricitad
 ,3084,2009-02-16,../html/2009/2009_18483_IT.html,IT,Prevista anche nel Cantone dei Grigioni la realizzazione della rete radio di sicurezza POLYCOM
 ,3173,2009-02-16,../html/2009/2009_18485_DE.html,DE,Neue Botschaften der Regierung an den Grossen Rat auf www.gr.ch
 ,14035,2009-02-16,../html/2009/2009_18482_DE.html,DE,Sicherheitsfunknetz POLYCOM soll auch im Kanton Graubünden realisiert werden
 ,14621,2009-02-16,../html/2009/2009_18484_RM.html,RM,La rait radiofonica da segirezza POLYCOM duai vegnir realisada er en il chantun Grischun
 ,3504,2009-02-18,../html/2009/2009_18487_IT.html,IT,I Grigioni sulla buona strada nell'anno di presidenza Arge Alp
 ,5506,2009-02-18,../html/2009/2009_18489_DE.html,DE,Wild in höchster Not: Wildruhezonen beachten
 ,14828,2009-02-18,../html/2009/2009_18486_DE.html,DE,Graubünden auf Zielkurs im Arge Alp Vorsitzjahr
 ,3179,2009-02-18,../html/2009/2009_18491_RM.html,RM,La selvaschina è en gronda miseria: observar las zonas da paus
 ,5348,2009-02-18,../html/2009/2009_18488_RM.html,RM,Onn presidial da la ARGE ALP: Il Grischun è sin buna via
 ,5778,2009-02-18,../html/2009/2009_18490_IT.html,IT,Selvaggina in estrema difficoltà: rispettare le zone di riposo
 ,724,2009-03-03,../html/2009/2009_18507_RM.html,RM,Nov vestgì per las paginas d'internet dal chantun Grischun
 ,1415,2009-03-03,../html/2009/2009_18506_IT.html,IT,Nuova veste per il sito internet del Cantone dei Grigioni
 ,3871,2009-03-03,../html/2009/2009_18505_DE.html,DE,Neuer Internetauftritt des Kantons Graubünden
 ,3979,2009-03-03,../html/2009/2009_18508_DE.html,DE,"Informationsveranstaltung zum Kollektivzentrum ""Schiabach"" für Asylsuchende in Davos"
 ,2685,2009-03-13,../html/2009/2009_18518_DE.html,DE,46. Plenarkonferenz der Ostschweizer Kantonsregierungen
 ,903,2009-03-23,../html/2009/2009_18527_DE.html,DE,"Schliessung Kantonsbibliothek und Bündner Volksbibliothek, Chur, am Samstag, 4. April 2009"
 ,940,2009-03-23,../html/2009/2009_18529_RM.html,RM,"Serrada da la biblioteca chantunala e da la biblioteca populara dal Grischun a Cuira, sonda, ils 4 d'avrigl 2009"
 ,947,2009-03-23,../html/2009/2009_18528_IT.html,IT,"Chiusura della Biblioteca cantonale e della Biblioteca popolare dei Grigioni, Coira, sabato 4 aprile 2009"
 ,2902,2009-03-23,../html/2009/2009_18525_DE.html,DE,Antworten der Regierung auf parlamentarische Vorstösse auf www.gr.ch veröffentlicht
 ,3294,2009-03-24,../html/2009/2009_18545_DE.html,DE,Besuch des EU-Botschafters bei der Bündner Regierung
 ,4595,2009-03-24,../html/2009/2009_18531_DE.html,DE,Entwurf Waldentwicklungsplan Oberengadin wird vorgestellt
 ,5161,2009-03-24,../html/2009/2009_18532_IT.html,IT,Presentata la bozza del Piano di sviluppo del bosco Engadina Alta
 ,3446,2009-03-24,../html/2009/2009_18547_RM.html,RM,L'ambassadur da la UE sin visita tar la regenza grischuna
 ,3712,2009-03-24,../html/2009/2009_18546_IT.html,IT,Visita dell'Ambasciatore europeo al Governo grigionese
 ,5162,2009-03-24,../html/2009/2009_18533_RM.html,RM,Preschentaziun dal sboz dal plan per il svilup dal guaud da l'Engiadin'ota
 ,774,2009-03-25,../html/2009/2009_18536_RM.html,RM,"""Pestgar en il Grischun. Nua poss jau retrair la patenta?''"
 ,828,2009-03-25,../html/2009/2009_18535_IT.html,IT,"""Pescare nei Grigioni. Dove posso acquistare la licenza?"""
 ,871,2009-03-25,../html/2009/2009_18537_DE.html,DE,Staatsrechnung 2008 / Quint statal 2008 / Bilancio statale 2008
 ,5286,2009-03-25,../html/2009/2009_18534_DE.html,DE,"""Fischen in Graubünden. Wo löse ich das Patent?"""
 ,3631,2009-03-26,../html/2009/2009_18538_DE.html,DE,Unterbringungs- und Betreuungskonzept im Asylbereich
 ,4003,2009-03-26,../html/2009/2009_18539_IT.html,IT,Concetto di alloggio e di assistenza nel settore dell'asilo
 ,4670,2009-03-26,../html/2009/2009_18541_DE.html,DE,Der Kanton verdoppelt seine Förderbeiträge für Energieeffizienzmassnahmen
 ,4308,2009-03-26,../html/2009/2009_18540_RM.html,RM,Concept da collocaziun e d'assistenza en il sectur d'asil
 ,4830,2009-03-26,../html/2009/2009_18543_IT.html,IT,Il Cantone raddoppia i propri sussidi per miglioramenti dell'efficienza energetica
 ,4879,2009-03-26,../html/2009/2009_18544_RM.html,RM,Il chantun redublescha sias contribuziuns per promover mesiras da l'effizienza energetica
 ,1436,2009-03-30,../html/2009/2009_18548_DE.html,DE,Gesundheitsamt entzieht Alpiner Kinderklinik in Davos Betriebsbewilligung
 ,1579,2009-04-01,../html/2009/2009_18551_RM.html,RM,La cumissiun tracta la legislaziun executiva chantunala tar la lescha federala davart il provediment d'electricitad
 ,2349,2009-04-01,../html/2009/2009_18550_IT.html,IT,La Commissione si occupa del diritto derivato cantonale relativo alla legge federale sull'approvvigionamento elettrico
 ,2393,2009-04-01,../html/2009/2009_18549_DE.html,DE,Kommission behandelt Kantonale Anschlussgesetzgebung zum Stromversorgungsgesetz des Bundes
 ,7472,2009-04-01,../html/2009/2009_18553_DE.html,DE,Gesuch der Alpinen Kinderklinik Davos um Erteilung der aufschiebenden Wirkung der Beschwerde wird nicht entsprochen
 ,2494,2009-04-02,../html/2009/2009_18555_IT.html,IT,Il Governo respinge l'avamprogetto di revisione totale della legge federale sulla pianificazione del territorio
 ,2529,2009-04-02,../html/2009/2009_18554_DE.html,DE,Regierung lehnt Entwurf für ein totalrevidiertes eidgenössisches Raumplanungsgesetz ab
 ,7943,2009-04-02,../html/2009/2009_18557_DE.html,DE,Kommission verabschiedet Bündner NFA zuhanden des Grossen Rates
 ,1584,2009-04-02,../html/2009/2009_18556_RM.html,RM,La regenza refusa il sboz per ina revisiun totala da la lescha federala davart la planisaziun dal territori
 ,2547,2009-04-02,../html/2009/2009_18558_IT.html,IT,La Commissione licenzia la NPC grigionese a destinazione del Gran Consiglio
 ,2560,2009-04-02,../html/2009/2009_18559_RM.html,RM,La cumissiun deliberescha la NGF grischuna per mauns dal cussegl grond
 ,1401,2009-04-08,../html/2009/2009_18572_IT.html,IT,Temperature primaverili e grandi quantitativi di neve ad alte quote: un pericolo reale per la rete stradale grigionese
 ,1742,2009-04-08,../html/2009/2009_18570_DE.html,DE,Aktuelle Verhandlungsgrundlagen des Grossen Rates für die April-Session 2009
 ,1773,2009-04-08,../html/2009/2009_18571_DE.html,DE,Frühlingshafte Temperaturen und grosse Schneemengen in höheren Lagen als reale Gefahr auf dem Bündner Strassennetz
 ,2132,2009-04-08,../html/2009/2009_18573_RM.html,RM,Temperaturas da primavaira e grondas quantitads da naiv en regiuns pli autas èn in privel real per las vias dal Grischun
 ,802,2009-04-17,../html/2009/2009_18577_DE.html,DE,Gebäude Cleric der Kantonsschule in Chur soll saniert werden
 ,2427,2009-04-17,../html/2009/2009_18580_DE.html,DE,Letzte Etappe zur Einführung der Verwaltungsreform GRiforma vorgeschlagen
 ,2546,2009-04-17,../html/2009/2009_18582_IT.html,IT,Introduzione della riforma dell'Amministrazione GRiforma: proposta l'ultima tappa
 ,2646,2009-04-17,../html/2009/2009_18583_RM.html,RM,Introducziun da la refurma da l'administraziun GRiforma: l'ultima etappa vegn proponida
 ,4107,2009-04-17,../html/2009/2009_18579_RM.html,RM,L'edifizi Cleric da la scola chantunala a Cuira duai vegnir sanà
 ,4237,2009-04-17,../html/2009/2009_18578_IT.html,IT,Lo stabile Cleric della Scuola cantonale di Coira va risanato
 ,4689,2009-04-17,../html/2009/2009_18585_DE.html,DE,Neue Botschaften der Regierung an den Grossen Rat auf www.gr.ch
