id,len,date,orig_file,lang,title
 ,4351,2008-01-10,../html/2008/2008_17837_DE.html,DE,Regierung will Untergymnasium beibehalten
 ,7077,2008-01-10,../html/2008/2008_18198_DE.html,DE,Aus Gemeinden und Regionen
 ,8171,2008-01-10,../html/2008/2008_17887_IT.html,IT,Il Governo vuole mantenere il liceo inferiore
 ,1527,2008-01-10,../html/2008/2008_17994_RM.html,RM,La regenza vul mantegnair il gimnasi inferiur
 ,2682,2008-01-10,../html/2008/2008_18285_IT.html,IT,Dai comuni e dalle regioni
 ,7315,2008-01-10,../html/2008/2008_18331_RM.html,RM,Da vischnancas e da regiuns
 ,2742,2008-01-14,../html/2008/2008_18100_DE.html,DE,Antworten auf parlamentarische Vorstösse auf www.gr.ch
 ,2236,2008-01-18,../html/2008/2008_18136_DE.html,DE,Kommission für Bildung und Kultur spricht sich für den Beitritt zum HarmoS-Konkordat aus
 ,2798,2008-01-18,../html/2008/2008_18145_IT.html,IT,La Commissione per la formazione e la cultura si esprime a favore dell'adesione al Concordato HarmoS
 ,4118,2008-01-18,../html/2008/2008_18170_DE.html,DE,Konzept zur BVD-Ausrottung in Graubünden gestartet
 ,670,2008-01-18,../html/2008/2008_18150_RM.html,RM,La cumissiun per furmaziun e cultura s'exprima a favur d'ina participaziun al concordat da HarmoS
 ,2786,2008-01-18,../html/2008/2008_18191_RM.html,RM,Lantschà il concept per extirpar la DVB en il Grischun
 ,6240,2008-01-18,../html/2008/2008_18177_IT.html,IT,Avviato nei Grigioni il concetto per l'eradicazione della BVD
 ,1073,2008-01-28,../html/2008/2008_18293_DE.html,DE,Aktuelle Verhandlungsgrundlagen des Grossen Rates für die Februar-Session 2008
 ,805,2008-01-31,../html/2008/2008_17834_IT.html,IT,"Al via l'attività della Fondazione per l'innovazione, lo sviluppo e la ricerca nei Grigioni"
 ,2428,2008-01-31,../html/2008/2008_17811_DE.html,DE,"Stiftung für Innovation, Entwicklung und Forschung Graubünden nimmt ihre Tätigkeit auf"
 ,5430,2008-01-31,../html/2008/2008_18306_DE.html,DE,Teilrevision des Gesundheitsgesetzes tritt am 1. März 2008 in Kraft
 ,1130,2008-01-31,../html/2008/2008_18332_RM.html,RM,La revisiun parziala da la lescha da sanadad entra en vigur il 1. da mars 2008
 ,3647,2008-01-31,../html/2008/2008_17850_RM.html,RM,"La fundaziun grischuna per innovaziun, svilup e perscrutaziun cumenza sias activitads"
 ,5973,2008-01-31,../html/2008/2008_18312_IT.html,IT,La revisione parziale della legge sull'igiene pubblica entra in vigore il 1° marzo 2008
 ,1357,2008-02-13,../html/2008/2008_17945_IT.html,IT,Leggero calo del consumo di elettricità - Produzione di elettricità inferiore alla media
 ,2151,2008-02-13,../html/2008/2008_17980_DE.html,DE,Parlamentarische Vorstösse der Februar-Session 2008 auf www.gr.ch
 ,2745,2008-02-13,../html/2008/2008_17939_DE.html,DE,Stromverbrauch leicht gesunken - Stromproduktion unterdurchschnittlich
 ,4266,2008-02-13,../html/2008/2008_17963_RM.html,RM,Il consum d'electricitad è sa sminuì minimalmain - la producziun d'electricitad è sut la media
 ,1807,2008-02-15,../html/2008/2008_18050_DE.html,DE,Neue Botschaften der Regierung an den Grossen Rat auf www.gr.ch
 ,2181,2008-02-15,../html/2008/2008_18027_IT.html,IT,Due auditori e una mediateca per l'Alta scuola pedagogica dei Grigioni
 ,4073,2008-02-15,../html/2008/2008_18014_DE.html,DE,Pädagogische Hochschule Graubünden soll baulich um zwei Hörsäle und eine Mediothek erweitert werden
 ,7406,2008-02-15,../html/2008/2008_18039_RM.html,RM,La scola auta da pedagogia dal Grischun duai vegnir engrondida cun dus auditoris e cun ina mediateca
 ,753,2008-02-28,../html/2008/2008_18110_DE.html,DE,Aus Gemeinden und Regionen
 ,7053,2008-02-28,../html/2008/2008_18111_IT.html,IT,Dai comuni e dalle regioni
 ,7697,2008-02-28,../html/2008/2008_18113_DE.html,DE,Fortschritte beim Vollzug des Ausländer- und Asylrechts im Kanton Graubünden
 ,1789,2008-02-28,../html/2008/2008_18112_RM.html,RM,Da vischnancas e da regiuns
 ,1816,2008-02-28,../html/2008/2008_18114_RM.html,RM,Progress tar l'execuziun dal dretg da persunas estras e dal dretg d'asil en il chantun Grischun
 ,7763,2008-02-28,../html/2008/2008_18115_IT.html,IT,Progressi nell'esecuzione del diritto in materia di stranieri e di asilo nel Cantone dei Grigioni
 ,1891,2008-03-03,../html/2008/2008_18121_DE.html,DE,Graubünden: Bär JJ3 aufgewacht
 ,2339,2008-03-07,../html/2008/2008_18132_DE.html,DE,Sekretariat der Geschäftsprüfungskommission des Grossen Rates neu besetzt
 ,2935,2008-03-07,../html/2008/2008_18133_IT.html,IT,Il segretariato della Commissione della gestione del Gran Consiglio è di nuovo al completo
 ,3019,2008-03-07,../html/2008/2008_18131_DE.html,DE,Staatsrechnung 2007 / Quint statal 2007 / Bilancio statale 2007
 ,2243,2008-03-07,../html/2008/2008_18134_RM.html,RM,Occupà da nov il secretariat da la cumissiun da gestiun dal cussegl grond
 ,3440,2008-03-07,../html/2008/2008_2008030701_IT.html,IT,Staatsrechnung 2007 / Quint statal 2007 / Bilancio statale 2007
 ,10233,2008-03-07,../html/2008/2008_2008030701_RM.html,RM,Staatsrechnung 2007 / Quint statal 2007 / Bilancio statale 2007
 ,656,2008-03-13,../html/2008/2008_18147_IT.html,IT,Il Governo è d'accordo con le modifiche all'ordinanza federale sulla concessione per il trasporto di viaggiatori
 ,789,2008-03-13,../html/2008/2008_18153_DE.html,DE,Biosfera Val Müstair und Parc Ela: Resultate der Vorprüfung durch den Bund
 ,2700,2008-03-13,../html/2008/2008_18143_IT.html,IT,Incontro dei Governi relativo all'attuale politica della parità a Coira
 ,2959,2008-03-13,../html/2008/2008_18151_IT.html,IT,Officine FFS di Bellinzona: sostegno della Commissione per la sanità e la politica sociale alla risoluzione del Gran Consiglio ticinese
 ,2986,2008-03-13,../html/2008/2008_18148_RM.html,RM,La regenza è d'accord cun las midadas en l'ordinaziun federala davart la concessiun per transports da persunas
 ,4214,2008-03-13,../html/2008/2008_18146_DE.html,DE,Regierung mit Änderungen der Verordnung über die Personenbeförderungskonzession des Bundes einverstanden
 ,4364,2008-03-13,../html/2008/2008_18149_DE.html,DE,SBB Cargo Bellinzona: Kommission für Gesundheit und Soziales unterstützt die Resolution des Tessiner Grossen Rates
 ,4624,2008-03-13,../html/2008/2008_18152_RM.html,RM,VFF cargo a Bellinzona: La cumissiun per sanadad e fatgs socials sustegna la resoluziun dal cussegl grond dal chantun Tessin
 ,5466,2008-03-13,../html/2008/2008_18142_DE.html,DE,Regierungstreffen zur aktuellen Gleichstellungspolitik in Chur
 ,5517,2008-03-13,../html/2008/2008_18144_RM.html,RM,Las regenzas sa scuntran a Cuira per tractar la politica actuala d'egualitad da dunna ed um
 ,8078,2008-03-13,../html/2008/2008_18154_IT.html,IT,Biosfera Val Monastero e Parc Ela: Risultati dell'esame preliminare da parte della Confederazione
 ,8377,2008-03-13,../html/2008/2008_18155_RM.html,RM,Biosfera Val Müstair e Parc Ela: Ils resultats da l'examinaziun preliminara tras la confederaziun
 ,8770,2008-03-13,../html/2008/2008_18156_DE.html,DE,45. Plenarkonferenz der Ostschweizer Kantonsregierungen: Ostschweizer Kantone stehen zu den Grundsätzen des Freizügigkeitsabkommens
 ,2639,2008-03-25,../html/2008/2008_18157_DE.html,DE,Antworten auf parlamentarische Vorstösse auf www.gr.ch
 ,1675,2008-03-31,../html/2008/2008_18165_IT.html,IT,La Commissione preparatoria del Gran Consiglio approva l'ampliamento dell'Alta scuola pedagogica
 ,3027,2008-03-31,../html/2008/2008_18164_DE.html,DE,Grossrätliche Vorberatungskommission befürwortet Erweiterungsbau an der Pädagogischen Hochschule
 ,5206,2008-03-31,../html/2008/2008_18166_RM.html,RM,La cumissiun predeliberanta dal cussegl grond beneventa l'engrondiment da la scola auta da pedagogia
 ,5549,2008-03-31,../html/2008/2008_18167_DE.html,DE,Bären in Graubünden: JJ3 wieder auf Tour und MJ4 aufgewacht
 ,1515,2008-04-03,../html/2008/2008_18181_RM.html,RM,Deliberà il rapport davart il program da construcziun da vias 2009 - 2012
 ,2593,2008-04-03,../html/2008/2008_18173_IT.html,IT,Il Governo si esprime in modo critico in merito al secondo pacchetto di ordinanze sulla Politica agricola 2011 della Confederazione
 ,2805,2008-04-03,../html/2008/2008_18178_RM.html,RM,Il Grischun adatta la lescha davart ils supplements da famiglia a las novas disposiziuns federalas
 ,2810,2008-04-03,../html/2008/2008_18182_DE.html,DE,Neue Botschaften der Regierung an den Grossen Rat auf www.gr.ch
 ,3055,2008-04-03,../html/2008/2008_18179_DE.html,DE,Bericht zum Strassenbauprogramm 2009-2012 verabschiedet
 ,3098,2008-04-03,../html/2008/2008_18180_IT.html,IT,Licenziato il rapporto sul programma di costruzione delle strade 2009 - 2012
 ,4352,2008-04-03,../html/2008/2008_18172_DE.html,DE,Regierung äussert sich kritisch zum zweiten Verordnungspaket der Agrarpolitik 2011 des Bundes
 ,4408,2008-04-03,../html/2008/2008_18174_RM.html,RM,La regenza exprima sia critica davart il segund pachet d'ordinaziuns da la politica agrara federala 2011
 ,5848,2008-04-03,../html/2008/2008_18175_DE.html,DE,Graubünden passt Gesetz über Familienzulagen den neuen Bundesbestimmungen an
 ,5903,2008-04-03,../html/2008/2008_18176_IT.html,IT,I Grigioni adeguano la legge sugli assegni familiari alle nuove disposizioni federali
 ,3809,2008-04-08,../html/2008/2008_18183_DE.html,DE,Regierung verteilt Departemente neu
 ,5661,2008-04-11,../html/2008/2008_18190_DE.html,DE,Aktuelle Verhandlungsgrundlagen des Grossen Rates für die April-Session 2008
 ,2556,2008-04-24,../html/2008/2008_18212_DE.html,DE,Parlamentarische Vorstösse der April-Session 2008 auf www.gr.ch
 ,5420,2008-04-24,../html/2008/2008_18209_DE.html,DE,Aus Gemeinden und Regionen
 ,5863,2008-04-24,../html/2008/2008_18210_IT.html,IT,Dai comuni e dalle regioni
 ,6044,2008-04-24,../html/2008/2008_18211_RM.html,RM,Da vischnancas e da regiuns
 ,1635,2008-04-28,../html/2008/2008_18220_IT.html,IT,Moria di pesci nel Reno anteriore dovuta a un problema con l'impianto di pretrattamento delle acque
 ,2310,2008-04-28,../html/2008/2008_18219_DE.html,DE,Versagen einer Abwasservorbehandlungsanlage als Ursache des Fischsterbens im Vorderrhein
 ,2810,2008-04-28,../html/2008/2008_18216_DE.html,DE,Kommission unterstützt Bericht zum Strassenbauprogram 2009 - 2012
 ,264,2008-04-28,../html/2008/2008_18218_RM.html,RM,La cumissiun sustegna il rapport davart il program da construcziun da vias 2009 - 2012
 ,773,2008-04-28,../html/2008/2008_18221_RM.html,RM,Il defect d'in indriz per tractar preliminarmain l'aua persa è stà la causa da la muria da peschs en il Rain anteriur
 ,11575,2008-04-28,../html/2008/2008_2008042801_IT.html,IT,La Commissione sostiene il rapporto sul programma di costruzione delle strade 2009 - 2012
 ,1344,2008-05-08,../html/2008/2008_18233_DE.html,DE,Aus Gemeinden und Regionen
 ,1413,2008-05-08,../html/2008/2008_18236_DE.html,DE,Die Tourismusreform auf Infotour
 ,2052,2008-05-08,../html/2008/2008_18234_IT.html,IT,Dai comuni e dalle regioni
 ,1031,2008-05-08,../html/2008/2008_18235_RM.html,RM,Da vischnancas e da regiuns
 ,1105,2008-05-08,../html/2008/2008_18237_IT.html,IT,Al via il tour informativo sulla riforma del turismo
 ,1327,2008-05-08,../html/2008/2008_18238_RM.html,RM,La refurma dal turissem sin tura d'infurmaziun
 ,1011,2008-05-13,../html/2008/2008_18239_DE.html,DE,Antworten auf parlamentarische Vorstösse auf www.gr.ch
 ,1828,2008-05-19,../html/2008/2008_18244_DE.html,DE,Kommission für Gesundheit und Soziales berät die Teilrevision des Gesetzes über die Familienzulagen
 ,2507,2008-05-19,../html/2008/2008_18247_DE.html,DE,Lancierung Förderpreis Bündner Fischerei
 ,2948,2008-05-19,../html/2008/2008_18245_IT.html,IT,La Commissione per la sanità e la politica sociale dibatte la revisione parziale della legge sugli assegni familiari
 ,2728,2008-05-19,../html/2008/2008_18248_IT.html,IT,Lancio del «Premio di incoraggiamento della pesca Grigioni»
 ,2883,2008-05-19,../html/2008/2008_18249_RM.html,RM,Lantschà il premi da promoziun da la pestga grischuna
 ,3052,2008-05-19,../html/2008/2008_18246_RM.html,RM,La cumissiun per sanadad e fatgs socials ha tractà la revisiun parziala da la lescha davart ils supplements da famiglia
 ,3718,2008-05-21,../html/2008/2008_18250_DE.html,DE,Immobilienstrategie: Verwaltungszentren stärken die Regionen - auch in Chur
 ,4035,2008-05-21,../html/2008/2008_18251_IT.html,IT,Strategia immobiliare: i centri amministrativi rafforzano le regioni - anche a Coira
 ,4048,2008-05-21,../html/2008/2008_18253_DE.html,DE,Erhöhte Luftbelastung in Graubünden im Jahr 2007
 ,3982,2008-05-21,../html/2008/2008_18252_RM.html,RM,Strategia d'immobiglias: Ils centers administrativs rinforzan las regiuns - er a Cuira
 ,4551,2008-05-21,../html/2008/2008_18254_IT.html,IT,Elevato inquinamento atmosferico nei Grigioni nel 2007
 ,5422,2008-05-21,../html/2008/2008_18256_RM.html,RM,La contaminaziun da l'aria en il Grischun è stada memia auta l'onn 2007
 ,9326,2008-05-26,../html/2008/2008_18260_DE.html,DE,Aktuelle Verhandlungsgrundlagen des Grossen Rates für die Juni-Session 2008
 ,1211,2008-05-28,../html/2008/2008_18262_IT.html,IT,Riapertura della Biblioteca cantonale dei Grigioni
 ,1320,2008-05-28,../html/2008/2008_18263_RM.html,RM,Reavertura da la biblioteca chantunala dal Grischun
 ,1347,2008-05-28,../html/2008/2008_18264_DE.html,DE,Ungefährlicher Saharastaub in der Aussenluft
 ,9645,2008-05-28,../html/2008/2008_18261_DE.html,DE,Neueröffnung der Kantonsbibliothek Graubünden
 ,1927,2008-06-02,../html/2008/2008_18278_DE.html,DE,Angepasstes Verkehrsregime für Lastwagen auf der San Bernardino-Route
 ,2526,2008-06-02,../html/2008/2008_18281_DE.html,DE,Biber ins Unterengadin eingewandert
 ,4250,2008-06-02,../html/2008/2008_18275_DE.html,DE,Landsitzung: Regierung besucht Bonaduz
 ,1832,2008-06-02,../html/2008/2008_18279_IT.html,IT,Adeguamento del regime di traffico per i camion lungo l'asse del San Bernardino
 ,4180,2008-06-02,../html/2008/2008_18282_IT.html,IT,Il castoro ritorna in Engadina Bassa
 ,7873,2008-06-02,../html/2008/2008_18276_IT.html,IT,Seduta fuori sede: il Governo visita Bonaduz
 ,538,2008-06-02,../html/2008/2008_18277_RM.html,RM,Sesida champestra: La regenza fa ina visita a Panaduz
 ,2038,2008-06-02,../html/2008/2008_18280_RM.html,RM,Adattà l'urden da traffic per camiuns sin la ruta dal San Bernardin
 ,2640,2008-06-02,../html/2008/2008_18283_RM.html,RM,In castur è immigrà en Engiadina bassa
 ,1213,2008-06-12,../html/2008/2008_18292_IT.html,IT,Anche con l'apertura del mercato La Posta deve mantenere un servizio universale di qualità ineccepibile nelle regioni periferiche e di montagna
 ,1236,2008-06-12,../html/2008/2008_18291_DE.html,DE,Post soll bei Marktöffnung qualitativ einwandfreie Grundversorgung in Rand- und Bergregionen beibehalten
 ,1343,2008-06-12,../html/2008/2008_18295_DE.html,DE,Wolf am Oberalppass - 2008
 ,982,2008-06-12,../html/2008/2008_18297_RM.html,RM,In luf al pass da l'Alpsur
 ,1309,2008-06-12,../html/2008/2008_18294_RM.html,RM,La posta duai mantegnair in provediment da basa irreproschabel en las regiuns periferas e da muntogna tar l'avertura dal martgà da posta
 ,1509,2008-06-12,../html/2008/2008_18296_IT.html,IT,Un lupo nella zona del passo dell'Oberalp
 ,1018,2008-06-13,../html/2008/2008_18298_DE.html,DE,Parlamentarische Vorstösse der Juni-Session 2008 auf www.gr.ch
 ,1011,2008-06-18,../html/2008/2008_18299_DE.html,DE,Regierungschefs der Arge Alp treffen sich zur 39. Plenarkonferenz
 ,3735,2008-06-18,../html/2008/2008_18302_DE.html,DE,Neuer «Kunstführer durch Graubünden» erschienen
 ,3743,2008-06-18,../html/2008/2008_18300_IT.html,IT,I capi di Governo di Arge Alp si riuniscono per la 39a conferenza plenaria
 ,2003,2008-06-18,../html/2008/2008_18301_RM.html,RM,Las scheffas ed ils schefs da las regenzas da la ARGE ALP sa scuntran a la 39avla conferenza plenara
 ,2139,2008-06-18,../html/2008/2008_18303_IT.html,IT,"Pubblicato il nuovo ""Kunstführer durch Graubünden"""
 ,4206,2008-06-18,../html/2008/2008_18304_RM.html,RM,Il nov «Guid da monuments d'art tras il Grischun» è cumparì
