id,len,date,orig_file,lang,title
 ,466,1998-01-13,../html/1998/1998_13439_DE.html,DE,Regierung erlässt Pflegeheim-Liste
 ,558,1998-01-13,../html/1998/1998_13459_DE.html,DE,Kantonale Erziehungskommission zu Besuch in Davos
 ,580,1998-01-13,../html/1998/1998_13362_RM.html,RM,La cumissiun predeliberanta deliberescha unanimamain la lescha da submissiun
 ,1398,1998-01-13,../html/1998/1998_13373_RM.html,RM,Communicaziun a las medias da la cumissiun predeliberanta dal cussegl grond per relaschar ina lescha davart la banca chantunala grischuna
 ,1437,1998-01-13,../html/1998/1998_13372_RM.html,RM,Diesch pertschient rabat sin las premias da l'assicuranza d'edifizis
 ,2203,1998-01-13,../html/1998/1998_13458_DE.html,DE,Zweiter Standplatz für Fahrende in Cazis steht bereit
 ,2456,1998-01-13,../html/1998/1998_13415_IT.html,IT,A Cazis è pronto il secondo posto di sosta per girovaghi svizzeri
 ,2821,1998-01-13,../html/1998/1998_13400_IT.html,IT,La Commissione preparatoria approva all'unanimità la legge sugli appalti pubblici
 ,3027,1998-01-13,../html/1998/1998_13454_DE.html,DE,Zehn Prozent Rabatt auf den Gebäudeversicherungsprämien
 ,3077,1998-01-13,../html/1998/1998_13402_IT.html,IT,Revisione parziale della legge cantonale sulle imposte
 ,3126,1998-01-13,../html/1998/1998_13376_RM.html,RM,Il segund lieu da staziunament per vagants a Cazas è pront
 ,3473,1998-01-13,../html/1998/1998_13455_DE.html,DE,Medienmitteilung der grossrätlichen Vorberatungskommission zum Erlass eine Gesetzes über die Graubündner Kantonalbank
 ,5928,1998-01-13,../html/1998/1998_13444_DE.html,DE,Vorberatungs-Kommission verabschiedet Submissionsgesetz einstimmig
 ,6151,1998-01-13,../html/1998/1998_13445_DE.html,DE,Teilrevision des kantonalen Steuergesetzes
 ,7428,1998-01-13,../html/1998/1998_13410_IT.html,IT,Sconto del 10 per cento sui premi dell'assicurazione fabbricati
 ,7619,1998-01-13,../html/1998/1998_13411_IT.html,IT,Informazione per i mass-media della Commissione preparatoria del Gran Consiglio in vista dell'emanazione di una legge sulla Banca Cantonale Grigione
 ,9631,1998-01-13,../html/1998/1998_13363_RM.html,RM,Revisiun parziala da la lescha chantunala da taglia
 ,2012,1998-01-29,../html/1998/1998_13449_DE.html,DE,Start zur Totalrevision der Kantonsverfassung
 ,2222,1998-01-29,../html/1998/1998_13405_IT.html,IT,Si dà l'avvio alla revisione totale della Costituzione cantonale
 ,2816,1998-01-29,../html/1998/1998_13450_DE.html,DE,Vorbehalte zum neuen Bundesgerichts-Gesetz
 ,593,1998-01-29,../html/1998/1998_13366_RM.html,RM,Entschatta da la revisiun totala da la constituziun chantunala
 ,942,1998-01-29,../html/1998/1998_13367_RM.html,RM,Resalvas pertutgant la nova lescha davart la dretgira federala
 ,1275,1998-01-29,../html/1998/1998_13406_IT.html,IT,Riserve nei confronti della nuova legge sul Tribunale federale
 ,2144,1998-02-12,../html/1998/1998_13456_DE.html,DE,Lehrstellen-Angebot soll verbessert werden
 ,2324,1998-02-12,../html/1998/1998_13413_IT.html,IT,L'offerta di posti di tirocinio va migliorata - Confederazione e Cantone sostengono con sussidi speciali diverse misure volte a promuovere la formazione degli apprendisti
 ,3926,1998-02-12,../html/1998/1998_13374_RM.html,RM,Clera basa legala per las taxas da dretg d'aua da la confederaziun
 ,4182,1998-02-12,../html/1998/1998_13375_RM.html,RM,La purschida da plazzas d'emprendissadi duai vegnir meglierada
 ,8018,1998-02-12,../html/1998/1998_13412_IT.html,IT,Chiara base giuridica per le tasse della Confederazione in materia di diritto d'acqua
 ,5329,1998-02-20,../html/1998/1998_13438_DE.html,DE,Berner Parlamentsdelegation zu Besuch in Graubünden
 ,1711,1998-02-26,../html/1998/1998_13434_DE.html,DE,Verfassungsrevision: Schwungvoller Start
 ,2401,1998-02-26,../html/1998/1998_13435_DE.html,DE,EDV-Pionier Sergio Crosina tritt in den Ruhestand
 ,513,1998-03-03,../html/1998/1998_13436_DE.html,DE,Aus Überzeugung für den Beitritt des Kantons Graubünden zur Interkantonalen Universitätsvereinbarung
 ,2074,1998-03-03,../html/1998/1998_13394_IT.html,IT,Il pioniere dell'EED Sergio Crosina va in pensione
 ,2144,1998-03-03,../html/1998/1998_13329_RM.html,RM,Revisiun da la constituziun: Cun schlantsch a la lavur
 ,2336,1998-03-03,../html/1998/1998_13335_RM.html,RM,Il pionier da la EED Sergio Crosina va en pensiun
 ,2560,1998-03-03,../html/1998/1998_13341_RM.html,RM,Ord persvasiun per la participaziun dal chantun Grischun a la cunvegna interchantunala davart las universitads
